P02948,1,1,-1,-1,-1
P00995,1,-1,-1,1,-1
P00360,1,1,-1,-1,-1
P02165,1,-1,1,1,-1
P00989,1,-1,-1,1,-1
P01419,1,-1,-1,-1,-1
P01741,1,-1,-1,-1,-1
P01851,1,-1,-1,1,-1
P02158,1,-1,1,1,-1
P03636,1,1,-1,-1,-1
P00707,1,1,1,-1,-1
P01818,1,-1,-1,-1,-1
P01704,1,-1,-1,1,-1
P02470,1,-1,-1,-1,-1
P02058,1,-1,-1,-1,-1
P02678,1,-1,-1,-1,-1
P02559,1,-1,-1,-1,-1
P02263,1,-1,-1,-1,-1
P02486,1,1,-1,-1,-1
P00709,1,1,1,-1,-1
P00382,1,1,-1,-1,-1
P02515,1,-1,-1,-1,-1
P03705,1,-1,-1,-1,-1
P00090,1,1,-1,-1,-1
P02375,1,-1,-1,-1,-1
P03167,1,1,-1,-1,-1
P01405,1,-1,-1,-1,-1
P03726,1,-1,-1,-1,-1
P03075,1,1,-1,-1,-1
P03366,1,1,1,-1,-1
P02558,1,-1,-1,-1,-1
P01622,1,-1,-1,-1,-1
P01512,1,-1,-1,-1,-1
P01686,1,-1,-1,-1,-1
P00775,1,1,1,1,-1
P01451,1,-1,-1,-1,-1
P03203,1,-1,-1,-1,-1
P02960,1,-1,-1,-1,-1
P01675,1,-1,-1,1,-1
P03747,1,-1,-1,-1,-1
P00091,1,1,-1,-1,-1
P01339,1,-1,-1,-1,-1
P03155,1,1,-1,-1,-1
P00870,1,1,1,-1,-1
P00207,1,1,-1,-1,-1
P03606,1,-1,-1,-1,-1
P01353,1,-1,-1,-1,-1
P02883,1,-1,-1,-1,-1
P01827,1,-1,-1,1,-1
P00160,1,1,-1,-1,-1
P03308,1,1,1,-1,-1
P00931,1,-1,1,-1,-1
P03690,1,-1,-1,-1,-1
P01823,1,-1,-1,-1,-1
P02521,1,-1,-1,-1,-1
P02946,1,-1,-1,-1,-1
P02333,1,-1,-1,-1,-1
P02691,1,-1,-1,-1,-1
P00599,1,1,1,-1,-1
P02272,1,-1,-1,-1,-1
P01981,1,-1,-1,-1,-1
P03582,1,-1,-1,-1,-1
P01540,1,-1,-1,1,-1
P01800,1,-1,-1,-1,-1
P00941,1,-1,-1,-1,-1
P01486,1,-1,-1,-1,-1
P03165,1,1,-1,-1,-1
P02200,1,-1,-1,-1,-1
P02284,1,-1,-1,-1,-1
P03565,1,1,1,1,-1
P00942,1,-1,-1,-1,-1
P01670,1,-1,-1,1,-1
P00444,1,1,-1,-1,-1
P01856,1,-1,-1,-1,-1
P02967,1,-1,-1,-1,-1
P00313,1,1,-1,-1,-1
P02706,1,1,-1,-1,-1
P01040,1,-1,-1,-1,-1
P01850,1,-1,-1,1,-1
P01807,1,-1,-1,-1,-1
P02400,1,-1,-1,-1,-1
P03729,1,-1,-1,-1,-1
P02289,1,-1,-1,-1,-1
P02432,1,-1,-1,-1,-1
P01433,1,-1,-1,-1,-1
P01225,1,-1,-1,-1,-1
P01449,1,-1,-1,-1,-1
P02626,1,-1,-1,-1,-1
P01735,1,-1,-1,1,-1
P00336,1,1,-1,-1,-1
P01479,1,-1,-1,-1,-1
P03192,1,-1,-1,-1,-1
P00229,1,1,-1,-1,-1
P01170,1,-1,-1,1,-1
P01852,1,-1,-1,1,-1
P00132,1,1,-1,-1,-1
P01060,1,-1,-1,1,-1
P00104,1,1,-1,-1,-1
P01476,1,-1,-1,-1,-1
P00232,1,1,-1,-1,-1
P01349,1,-1,-1,-1,-1
P02226,1,-1,-1,-1,-1
P00434,1,1,-1,-1,-1
P02123,1,-1,1,-1,-1
P03668,1,-1,-1,-1,-1
P01415,1,-1,-1,-1,-1
P02346,1,1,-1,-1,-1
P00992,1,-1,-1,-1,-1
P02826,1,1,-1,-1,-1
P03586,1,-1,-1,-1,-1
P02117,1,-1,-1,-1,-1
P02301,1,-1,-1,-1,-1
P01845,1,-1,-1,1,-1
P00963,1,-1,1,1,-1
P00141,1,1,-1,-1,-1
P01780,1,-1,-1,-1,-1
P02266,1,-1,-1,-1,-1
P02153,1,-1,1,1,-1
P00632,1,1,1,-1,-1
P01761,1,-1,-1,-1,-1
P00458,1,1,1,-1,-1
P00188,1,1,-1,-1,-1
P01237,1,-1,-1,-1,-1
P00447,1,1,-1,-1,-1
P01875,1,-1,-1,-1,-1
P03748,1,-1,-1,-1,-1
P00932,1,-1,1,-1,-1
P01094,1,-1,-1,1,-1
P03173,1,-1,1,-1,-1
P00412,1,1,-1,-1,-1
P00202,1,1,-1,-1,-1
P03005,1,1,-1,-1,-1
P02188,1,-1,-1,-1,-1
P02119,1,-1,-1,-1,-1
P03202,1,-1,-1,-1,-1
P01335,1,-1,-1,-1,-1
P01538,1,-1,-1,1,-1
P02938,1,1,-1,-1,-1
P01254,1,-1,-1,-1,-1
P03559,1,1,1,-1,-1
P02194,1,-1,-1,-1,-1
P01520,1,-1,-1,-1,-1
P02601,1,-1,-1,-1,-1
P03126,1,1,-1,-1,-1
P02078,1,-1,-1,1,-1
P02529,1,1,-1,-1,-1
P02222,1,-1,-1,-1,-1
P03682,1,-1,-1,-1,-1
P01511,1,-1,-1,-1,-1
P02043,1,-1,-1,-1,-1
P00156,1,1,-1,-1,-1
P02523,1,-1,-1,-1,-1
P01028,1,-1,-1,1,-1
P00495,1,1,1,-1,-1
P02546,1,-1,-1,-1,-1
P02373,1,-1,-1,-1,-1
P03157,1,1,-1,-1,-1
P01972,1,-1,-1,-1,-1
P02778,1,-1,-1,-1,-1
P02746,1,-1,-1,-1,-1
P03530,1,1,1,1,-1
P00137,1,1,-1,-1,-1
P01564,1,-1,-1,1,-1
P01473,1,-1,-1,-1,-1
P01342,1,-1,-1,-1,-1
P01258,1,-1,-1,-1,-1
P02740,1,1,-1,-1,-1
P03703,1,-1,-1,-1,-1
P03044,1,1,-1,-1,-1
P02928,1,1,-1,-1,-1
P02943,1,1,-1,-1,-1
P00367,1,1,-1,-1,-1
P00678,1,1,1,-1,-1
P00415,1,1,-1,-1,-1
P02996,1,-1,-1,-1,-1
P01387,1,-1,-1,-1,-1
P00955,1,-1,1,1,-1
P00852,1,1,1,-1,-1
P03427,1,1,1,-1,1
P02528,1,-1,-1,-1,-1
P00351,1,1,-1,-1,-1
P00099,1,1,-1,-1,-1
P02127,1,-1,1,1,-1
P02092,1,-1,-1,1,-1
P02131,1,-1,1,1,-1
P03301,1,1,1,-1,-1
P02572,1,-1,-1,-1,-1
P01989,1,-1,-1,-1,-1
P01221,1,-1,-1,-1,-1
P03057,1,1,-1,-1,-1
P00948,1,-1,1,1,-1
P00554,1,1,1,-1,-1
P03423,1,1,1,-1,1
P01869,1,-1,-1,-1,-1
P01448,1,-1,-1,-1,-1
P03434,1,1,1,-1,1
P01488,1,-1,-1,-1,-1
P02975,1,1,-1,-1,-1
P01713,1,-1,-1,1,-1
P01886,1,-1,-1,-1,-1
P02038,1,-1,-1,-1,-1
P00387,1,1,-1,-1,-1
P01950,1,-1,-1,-1,-1
P03543,1,1,1,1,-1
P00939,1,-1,1,-1,-1
P02454,1,-1,-1,-1,-1
P03191,1,-1,-1,-1,-1
P01238,1,-1,-1,-1,-1
P03432,1,1,1,-1,1
P02237,1,-1,-1,-1,-1
P01887,1,-1,-1,-1,-1
P01633,1,-1,-1,-1,-1
P02121,1,-1,-1,-1,-1
P01745,1,-1,-1,-1,-1
P02857,1,-1,-1,-1,-1
P01121,1,-1,-1,1,-1
P01723,1,-1,-1,1,-1
P02982,1,1,-1,-1,-1
P03728,1,-1,-1,-1,-1
P00815,1,1,1,1,-1
P01421,1,-1,-1,-1,-1
P00176,1,1,-1,-1,-1
P01618,1,-1,-1,-1,-1
P01550,1,-1,-1,1,-1
P01298,1,-1,1,1,-1
P02993,1,1,-1,-1,-1
P01230,1,-1,-1,-1,-1
P01517,1,-1,-1,-1,-1
P00615,1,1,1,-1,-1
P01666,1,-1,-1,1,-1
P02040,1,-1,-1,-1,-1
P03727,1,-1,-1,-1,-1
P00719,1,1,1,-1,-1
P01189,1,-1,-1,1,-1
P02425,1,-1,-1,-1,-1
P00691,1,1,1,-1,-1
P00294,1,1,-1,-1,-1
P03617,1,-1,-1,-1,-1
P01005,1,-1,-1,1,-1
P02882,1,1,-1,-1,-1
P01700,1,-1,-1,1,-1
P02843,1,1,-1,-1,-1
P02695,1,-1,-1,-1,-1
P02673,1,-1,-1,-1,-1
P02214,1,-1,-1,-1,-1
P01017,1,-1,-1,1,-1
P01802,1,-1,-1,-1,-1
P00640,1,1,1,-1,-1
P02416,1,-1,-1,-1,-1
P02021,1,-1,-1,-1,-1
P01691,1,-1,-1,-1,-1
P01515,1,-1,-1,-1,-1
P02383,1,-1,-1,-1,-1
P01068,1,-1,-1,-1,-1
P03485,1,1,1,1,-1
P03032,1,1,-1,-1,-1
P01679,1,-1,-1,1,-1
P01746,1,-1,1,1,-1
P02328,1,-1,-1,-1,-1
P00268,1,1,-1,-1,-1
P02986,1,1,-1,-1,-1
P03331,1,1,1,-1,-1
P02148,1,-1,1,1,-1
P01480,1,-1,-1,-1,-1
P02268,1,-1,-1,-1,-1
P01529,1,-1,-1,-1,-1
P01042,1,-1,-1,-1,-1
P00373,1,1,-1,-1,-1
P02281,1,-1,-1,-1,-1
P02053,1,-1,-1,-1,-1
P00978,1,-1,1,1,-1
P00251,1,1,-1,-1,-1
P01180,1,-1,-1,1,-1
P02417,1,-1,-1,-1,-1
P00895,1,1,-1,-1,-1
P00717,1,1,1,-1,-1
P00080,1,1,-1,-1,-1
P01399,1,-1,-1,-1,-1
P01054,1,-1,-1,1,-1
P02469,1,-1,-1,-1,-1
P02645,1,-1,-1,-1,-1
P02714,1,1,-1,-1,-1
P00799,1,1,1,1,-1
P00372,1,1,-1,-1,-1
P01546,1,-1,-1,1,-1
P03593,1,-1,-1,-1,-1
P02830,1,-1,-1,-1,-1
P03117,1,1,-1,-1,-1
P01903,1,-1,-1,-1,-1
P03200,1,-1,-1,-1,-1
P02230,1,-1,-1,-1,-1
P02632,1,-1,-1,-1,-1
P02335,1,-1,-1,-1,-1
P02207,1,-1,-1,-1,-1
P02287,1,-1,-1,-1,-1
P01418,1,-1,-1,-1,-1
P00980,1,-1,1,1,-1
P01699,1,-1,1,1,-1
P01264,1,-1,-1,-1,-1
P02453,1,-1,-1,-1,-1
P02219,1,-1,-1,-1,-1
P02022,1,-1,-1,-1,-1
P01563,1,-1,-1,1,-1
P00150,1,1,-1,-1,-1
P00814,1,1,1,-1,-1
P01509,1,-1,-1,-1,-1
P02069,1,-1,-1,1,-1
P01018,1,-1,-1,1,-1
P02844,1,1,-1,-1,-1
P03106,1,1,-1,-1,-1
P02155,1,-1,1,1,-1
P01317,1,-1,-1,-1,-1
P02889,1,1,-1,-1,-1
P00811,1,1,1,-1,-1
P00987,1,-1,-1,1,-1
P03512,1,-1,1,-1,-1
P02476,1,-1,-1,-1,-1
P00256,1,1,-1,-1,-1
P03089,1,1,-1,-1,-1
P02262,1,-1,-1,-1,-1
P03084,1,1,-1,-1,-1
P02694,1,-1,-1,-1,-1
P02332,1,-1,-1,-1,-1
P03666,1,-1,-1,-1,-1
P00805,1,1,1,1,-1
P01912,1,-1,-1,-1,-1
P01893,1,-1,-1,-1,-1
P02885,1,-1,-1,-1,-1
P02243,1,-1,-1,-1,-1
P03359,1,1,1,-1,-1
P02015,1,-1,-1,-1,-1
P03612,1,-1,-1,-1,-1
P02868,1,-1,-1,-1,-1
P03306,1,1,1,-1,-1
P02391,1,-1,-1,-1,-1
P01530,1,-1,-1,1,-1
P02723,1,-1,-1,-1,-1
P00088,1,1,-1,-1,-1
P00660,1,1,1,-1,-1
P01938,1,-1,-1,-1,-1
P02259,1,-1,-1,-1,-1
P01061,1,-1,-1,1,-1
P01719,1,-1,-1,1,-1
P01498,1,-1,-1,-1,-1
P02191,1,-1,-1,-1,-1
P00646,1,1,1,-1,-1
P01789,1,-1,-1,-1,-1
P02610,1,-1,-1,-1,-1
P01245,1,-1,-1,-1,-1
P01135,1,-1,-1,1,-1
P03740,1,-1,-1,-1,-1
P02507,1,1,-1,-1,-1
P03685,1,-1,-1,-1,-1
P02734,1,-1,-1,-1,-1
P03020,1,1,-1,-1,-1
P02271,1,-1,-1,-1,-1
P02142,1,-1,1,1,-1
P02167,1,-1,1,1,-1
P02812,1,-1,-1,-1,-1
P00350,1,1,-1,-1,-1
P01743,1,-1,-1,-1,-1
P02326,1,-1,-1,-1,-1
P03580,1,-1,-1,-1,-1
P02547,1,-1,-1,-1,-1
P02427,1,-1,-1,-1,-1
P02061,1,-1,-1,-1,-1
P02968,1,-1,-1,-1,-1
P02116,1,-1,-1,-1,-1
P02582,1,-1,-1,-1,-1
P00579,1,1,1,-1,-1
P02280,1,-1,-1,-1,-1
P00397,1,1,-1,-1,-1
P02824,1,1,-1,-1,-1
P01625,1,-1,-1,-1,-1
P01103,1,-1,-1,1,-1
P01734,1,-1,-1,1,-1
P03642,1,-1,-1,-1,-1
P00346,1,1,-1,-1,-1
P01080,1,-1,-1,1,-1
P00492,1,1,1,-1,-1
P02308,1,-1,-1,1,-1
P02105,1,-1,-1,-1,-1
P01138,1,-1,-1,1,-1
P03513,1,-1,1,-1,-1
P01545,1,-1,-1,1,-1
P03604,1,-1,-1,-1,-1
P03199,1,-1,-1,-1,-1
P01638,1,-1,-1,-1,-1
P00728,1,1,1,-1,-1
P01289,1,-1,1,1,-1
P00962,1,-1,1,1,-1
P03143,1,1,-1,-1,-1
P00935,1,-1,1,-1,-1
P02468,1,-1,-1,-1,-1
P01680,1,-1,1,1,-1
P01821,1,-1,-1,-1,-1
P00358,1,1,-1,-1,-1
P01635,1,-1,-1,-1,-1
P02499,1,-1,-1,-1,-1
P01219,1,-1,-1,-1,-1
P01410,1,-1,-1,-1,-1
P01175,1,-1,-1,1,-1
P02512,1,-1,-1,-1,-1
P00964,1,-1,1,1,-1
P02922,1,1,-1,-1,-1
P03699,1,-1,-1,-1,-1
P02464,1,-1,-1,-1,-1
P03609,1,-1,-1,-1,-1
P02980,1,1,-1,-1,-1
P01951,1,-1,-1,-1,-1
P01776,1,-1,-1,-1,-1
P01184,1,-1,-1,1,-1
P02442,1,-1,-1,-1,-1
P02359,1,-1,-1,-1,-1
P02668,1,1,-1,-1,-1
P02307,1,-1,-1,1,-1
P01343,1,-1,-1,-1,-1
P00675,1,-1,-1,-1,-1
P01555,1,-1,-1,1,-1
P03184,1,-1,-1,-1,-1
P01078,1,-1,-1,1,-1
P00674,1,1,1,-1,-1
P02675,1,-1,-1,-1,-1
P00425,1,1,-1,-1,-1
P03712,1,-1,-1,-1,-1
P01945,1,-1,-1,-1,-1
P03571,1,1,1,1,-1
P02942,1,1,-1,-1,-1
P00421,1,1,-1,-1,-1
P03615,1,-1,-1,-1,-1
P02295,1,-1,-1,-1,-1
P01549,1,-1,-1,1,-1
P03180,1,-1,-1,-1,-1
P03528,1,1,1,1,-1
P03055,1,1,-1,-1,-1
P03556,1,1,1,-1,-1
P01338,1,-1,-1,-1,-1
P02541,1,-1,-1,-1,-1
P01737,1,-1,-1,1,-1
P02102,1,-1,-1,-1,-1
P01910,1,-1,-1,-1,-1
P03697,1,-1,-1,-1,-1
P01712,1,-1,-1,1,-1
P00946,1,-1,1,1,-1
P02258,1,-1,-1,-1,-1
P01361,1,-1,-1,-1,-1
P00187,1,1,-1,-1,-1
P01446,1,-1,-1,-1,-1
P01792,1,-1,-1,-1,-1
P02408,1,-1,-1,-1,-1
P00380,1,1,-1,-1,-1
P01268,1,-1,-1,-1,-1
P01090,1,-1,-1,1,-1
P02542,1,1,-1,-1,-1
P01347,1,-1,-1,-1,-1
P01991,1,-1,-1,-1,-1
P01693,1,-1,-1,-1,-1
P02325,1,-1,-1,-1,-1
P02047,1,-1,-1,-1,-1
P03498,1,1,1,1,-1
P03507,1,1,1,1,-1
P01368,1,-1,-1,-1,-1
P00263,1,1,-1,-1,-1
P03297,1,1,1,-1,-1
P02217,1,-1,-1,-1,-1
P01301,1,-1,1,1,-1
P03060,1,1,-1,-1,-1
P01668,1,-1,-1,1,-1
P02406,1,-1,-1,-1,-1
P00432,1,1,-1,-1,-1
P01584,1,-1,-1,1,-1
P01942,1,-1,-1,-1,-1
P02965,1,1,-1,-1,-1
P01993,1,-1,-1,-1,-1
P00997,1,-1,-1,1,-1
P03581,1,-1,-1,-1,-1
P03568,1,1,1,1,-1
P01928,1,-1,-1,-1,-1
P02970,1,-1,-1,-1,-1
P01534,1,-1,-1,1,-1
P01820,1,-1,-1,-1,-1
P02831,1,-1,-1,-1,-1
P01554,1,-1,-1,1,-1
P01766,1,-1,-1,-1,-1
P00297,1,1,-1,-1,-1
P01843,1,-1,-1,1,-1
P02129,1,-1,1,1,-1
P02987,1,1,-1,-1,-1
P03041,1,1,-1,-1,-1
P01634,1,-1,-1,-1,-1
P03624,1,-1,-1,-1,-1
P00076,1,1,-1,-1,-1
P03012,1,1,-1,-1,-1
P02211,1,-1,-1,-1,-1
P00118,1,1,-1,-1,-1
P01787,1,-1,-1,1,-1
P03145,1,1,-1,-1,-1
P01273,1,-1,-1,1,-1
P02719,1,-1,-1,-1,-1
P00058,1,1,-1,-1,-1
P02197,1,-1,-1,-1,-1
P02012,1,-1,-1,-1,-1
P03410,1,1,1,-1,1
P02176,1,-1,-1,-1,-1
P01102,1,-1,-1,1,-1
P00982,1,-1,-1,1,-1
P01988,1,-1,-1,-1,-1
P03675,1,-1,-1,-1,-1
P02793,1,-1,-1,-1,-1
P01310,1,-1,-1,-1,-1
P01015,1,-1,-1,1,-1
P01521,1,-1,-1,-1,-1
P01968,1,-1,-1,-1,-1
P01901,1,-1,-1,-1,-1
P01021,1,-1,-1,1,-1
P02490,1,1,-1,-1,-1
P02908,1,-1,-1,-1,-1
P03613,1,-1,-1,-1,-1
P01987,1,-1,-1,-1,-1
P01035,1,-1,-1,-1,-1
P00631,1,1,1,-1,-1
P01120,1,-1,-1,1,-1
P01570,1,-1,-1,1,-1
P03269,1,-1,1,-1,-1
P03401,1,1,1,-1,-1
P02931,1,-1,-1,-1,-1
P03179,1,-1,-1,-1,-1
P00990,1,-1,-1,-1,-1
P02702,1,-1,-1,-1,-1
P00448,1,1,-1,-1,-1
P01551,1,-1,-1,1,-1
P01019,1,-1,-1,1,-1
P03110,1,1,-1,-1,-1
P01331,1,-1,-1,-1,-1
P02134,1,-1,1,1,-1
P02827,1,-1,-1,-1,-1
P00689,1,1,1,-1,-1
P01076,1,-1,-1,1,-1
P00905,1,1,-1,-1,-1
P03133,1,1,-1,-1,-1
P02270,1,-1,-1,-1,-1
P01370,1,-1,-1,-1,-1
P01692,1,-1,-1,1,-1
P01788,1,-1,-1,-1,-1
P02018,1,-1,-1,-1,-1
P03175,1,-1,1,-1,-1
P00433,1,1,-1,-1,-1
P02524,1,-1,-1,-1,-1
P02698,1,1,-1,-1,-1
P01755,1,-1,-1,-1,-1
P01303,1,-1,1,1,-1
P03487,1,1,1,1,-1
P00399,1,1,-1,-1,-1
P01201,1,-1,1,1,-1
P03320,1,1,1,-1,-1
P01859,1,-1,-1,-1,-1
P02491,1,-1,-1,-1,-1
P00089,1,1,-1,-1,-1
P02151,1,-1,1,1,-1
P02306,1,-1,-1,-1,-1
P02494,1,1,-1,-1,-1
P02437,1,-1,-1,-1,-1
P01506,1,-1,-1,-1,-1
P03597,1,1,1,-1,-1
P01964,1,-1,-1,-1,-1
P01010,1,-1,-1,1,-1
P02653,1,-1,-1,-1,-1
P01217,1,-1,-1,-1,-1
P03037,1,1,-1,-1,-1
P03122,1,1,-1,-1,-1
P02976,1,1,-1,-1,-1
P01122,1,-1,-1,1,-1
P00656,1,1,1,-1,-1
P01645,1,-1,-1,-1,-1
P01880,1,-1,-1,-1,-1
P01340,1,-1,-1,-1,-1
P01156,1,-1,-1,1,-1
P00593,1,1,1,-1,-1
P02531,1,-1,-1,-1,-1
P01458,1,-1,-1,-1,-1
P03076,1,1,-1,-1,-1
P00603,1,1,1,-1,-1
P03049,1,1,-1,-1,-1
P01528,1,-1,-1,1,-1
P01242,1,-1,-1,-1,-1
P00049,1,1,-1,-1,-1
P01438,1,-1,-1,-1,-1
P00760,1,1,1,1,-1
P02113,1,-1,-1,-1,-1
P02489,1,-1,-1,-1,-1
P03511,1,1,1,1,-1
P02014,1,-1,-1,-1,-1
P01168,1,-1,1,1,-1
P03151,1,1,-1,-1,-1
P02003,1,-1,-1,-1,-1
P01128,1,-1,-1,1,-1
P00093,1,1,-1,-1,-1
P00315,1,1,-1,-1,-1
P01841,1,-1,-1,1,-1
P00765,1,1,-1,1,-1
P01269,1,-1,-1,1,-1
P02634,1,-1,-1,-1,-1
P00808,1,1,1,-1,-1
P01539,1,-1,-1,1,-1
P00668,1,1,1,-1,-1
P03698,1,-1,-1,-1,-1
P01865,1,-1,-1,-1,-1
P02032,1,-1,-1,-1,-1
P02581,1,-1,-1,-1,-1
P01452,1,-1,-1,-1,-1
P00758,1,1,1,1,-1
P03577,1,-1,-1,-1,-1
P02796,1,-1,-1,-1,-1
P03716,1,-1,-1,-1,-1
P03024,1,1,-1,-1,-1
P00585,1,1,1,-1,-1
P00451,1,1,1,-1,-1
P01248,1,-1,-1,-1,-1
P02705,1,-1,-1,-1,-1
P00809,1,1,1,-1,-1
P01341,1,-1,-1,-1,-1
P02509,1,1,-1,-1,-1
P02145,1,-1,1,1,-1
P00561,1,1,1,-1,-1
P00972,1,-1,1,1,-1
P00138,1,1,-1,-1,-1
P03707,1,-1,-1,-1,-1
P01602,1,-1,-1,-1,-1
P00662,1,1,1,-1,-1
P01250,1,-1,-1,-1,-1
P01222,1,-1,-1,-1,-1
P01669,1,-1,-1,1,-1
P02377,1,-1,-1,-1,-1
P02974,1,1,-1,-1,-1
P02340,1,-1,-1,-1,-1
P03509,1,-1,1,-1,-1
P01576,1,-1,-1,1,-1
P03631,1,-1,-1,-1,-1
P02009,1,-1,-1,-1,-1
P02362,1,1,-1,-1,-1
P00215,1,1,-1,-1,-1
P02933,1,-1,-1,-1,-1
P03096,1,1,-1,-1,-1
P02630,1,-1,-1,-1,-1
P00100,1,1,-1,-1,-1
P02330,1,-1,-1,-1,-1
P01496,1,-1,-1,-1,-1
P01124,1,-1,-1,1,-1
P03070,1,1,-1,-1,-1
P01106,1,-1,-1,1,-1
P03040,1,1,-1,-1,-1
P02068,1,-1,-1,1,-1
P02759,1,1,-1,-1,-1
P03731,1,-1,-1,-1,-1
P03446,1,1,1,1,-1
P00177,1,1,-1,-1,-1
P02310,1,-1,-1,1,-1
P02666,1,-1,-1,-1,-1
P03554,1,1,1,1,-1
P00255,1,1,-1,-1,-1
P01462,1,-1,-1,-1,-1
P00335,1,1,-1,-1,-1
P02618,1,-1,-1,-1,-1
P00402,1,1,-1,-1,-1
P01885,1,-1,-1,-1,-1
P03205,1,-1,-1,-1,-1
P01619,1,-1,-1,-1,-1
P01995,1,-1,-1,-1,-1
P01684,1,-1,-1,-1,-1
P02571,1,-1,-1,-1,-1
P02315,1,1,-1,-1,-1
P01155,1,-1,-1,1,-1
P01611,1,-1,-1,-1,-1
P02352,1,-1,-1,-1,-1
P03444,1,1,1,-1,1
P01213,1,-1,-1,-1,-1
P01204,1,-1,-1,-1,-1
P01046,1,-1,-1,1,-1
P00919,1,1,-1,-1,-1
P03061,1,1,-1,-1,-1
P00197,1,1,-1,-1,-1
P01643,1,-1,-1,-1,-1
P02624,1,1,-1,-1,-1
P01985,1,-1,-1,-1,-1
P01747,1,-1,-1,-1,-1
P00853,1,1,1,1,-1
P00053,1,1,-1,-1,-1
P00551,1,1,1,-1,-1
P00589,1,1,1,-1,-1
P00198,1,1,-1,-1,-1
